Gender,10percentage,12percentage,Specialization,collegeGPA,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
m,80.6,76,electronics and communication engineering,81.4,Uttarakhand,2012,535,635,575,0.538386893,-1,333,-1,-1,-1,-1,-1,-0.2628,0.3448,-1.0697,0.88483,-0.169,450000
m,94.2,89.8,electronics and electrical engineering,80.6,Jharkhand,2013,475,525,665,0.938399137,345,-1,-1,-1,553,-1,-1,0.4155,0.3789,-0.6048,-0.7415,0.2889,315000
m,79,90,electronics and communication engineering,75,Tamil Nadu,2013,625,535,595,-1,455,-1,192,-1,-1,-1,-1,-1.7389,-0.9531,-0.2974,-0.995,0.0973,325000
m,76.2,72.8,electronics and electrical engineering,73.03,Tamil Nadu,2012,585,555,545,0.376059587,495,300,-1,-1,-1,-1,-1,-0.4173,0.1888,-0.6343,-1.2303,0.5419,225000
m,82.8,89.2,electronics and communication engineering,75,Tamil Nadu,2013,405,395,500,0.88162007,705,420,-1,-1,-1,-1,-1,-0.3027,-0.1206,0.3174,-0.3612,-0.2859,310000
m,78.6,88.5,electrical engineering,73,Andhra Pradesh,2013,500,495,575,0.758379883,455,333,-1,-1,473,-1,-1,-2.1698,-4.2831,-1.8344,-0.1076,-2.9686,200000
m,65.56,55.54,computer engineering,72.39,Karnataka,2012,405,525,525,0.843123727,515,-1,-1,-1,-1,-1,-1,-0.1082,-0.0842,-0.2714,-0.1727,-0.6035,350000
f,94.24,91,computer science & engineering,82.3,Karnataka,2013,455,645,635,0.81941653,505,-1,-1,-1,-1,-1,-1,-0.4463,0.8784,-0.9122,-0.4879,-0.8608,305000
m,86,65,information technology,61,Uttarakhand,2013,615,545,750,0.635978756,445,-1,-1,-1,-1,-1,-1,0.99,1.5444,0.1637,-0.7415,1.0554,110000
m,72,61.2,computer engineering,66.3,Madhya Pradesh,2009,345,335,345,0.190153406,315,-1,-1,-1,-1,-1,-1,-0.2628,-1.6313,0.065,0.6605,-0.2875,415000
m,83.6,89.91,information technology,80.01,Tamil Nadu,2014,545,610,705,0.622642916,445,-1,407,-1,-1,-1,-1,1.5644,0.7119,1.547,-2.136,-0.0943,325000
m,80.2,91.9,information technology,62,Andhra Pradesh,2011,465,425,465,0.901489571,545,-1,-1,-1,-1,-1,-1,1.592,0.0328,-0.0537,-0.6428,0.3444,290000
m,82.2,82.4,mechanical engineering,73,Haryana,2013,515,565,505,0.607034038,-1,-1,-1,409,-1,-1,-1,0.6646,1.4368,-0.344,-1.1128,0.3049,245000
f,77.8,79.4,computer engineering,80,Madhya Pradesh,2013,520,655,825,0.765673581,485,-1,-1,-1,-1,-1,-1,0.2718,1.0449,0.01,-0.8682,0.2889,360000
f,79,62.2,computer engineering,76.3,Uttar Pradesh,2012,485,445,435,0.864685413,525,-1,-1,-1,-1,-1,-1,0.8192,0.2668,-0.2714,-0.4078,-0.1295,325000
f,93,89.4,computer science & engineering,80.6,Rajasthan,2014,545,585,575,0.991230625,575,-1,592,-1,-1,-1,-1,-0.0154,1.2114,0.9322,1.5404,0.8637,300000
m,76,79,computer engineering,73,Karnataka,2013,580,580,840,0.735795709,475,-1,-1,-1,-1,-1,-1,-0.2628,1.1248,0.3817,0.5323,0.4234,415000
m,66.6,58.2,computer science & engineering,66.7,Haryana,2013,465,525,470,0.864685413,525,-1,-1,-1,-1,-1,-1,-0.3027,0.0459,0.9322,0.9066,1.247,280000
m,89.12,65,electrical engineering,65.24,Karnataka,2013,370,410,470,0.298769129,325,-1,315,-1,356,-1,-1,0.2718,1.2114,1.3933,1.4136,-0.2859,200000
m,88.8,70.04,information technology,76,Orissa,2014,650,680,485,0.356536488,415,-1,346,-1,-1,-1,-1,-1.1644,0.0459,0.1637,-0.2344,-1.244,325000
f,74,73,computer science & engineering,68,Orissa,2014,440,470,200,0.23780284,195,-1,315,-1,-1,-1,-1,1.2772,1.3779,1.0859,1.0333,1.0554,180000
f,88,88,electronics and communication engineering,73,Andhra Pradesh,2011,334,425,605,0.824666401,285,400,-1,-1,-1,233,-1,0.6646,0.3448,0.3817,-1.3478,0.8183,480000
f,66.6,67.3,electronics and communication engineering,71.08,Uttar Pradesh,2014,395,390,555,0.493596387,365,324,-1,-1,-1,388,-1,-0.0154,-0.2871,0.01,0.2727,0.2889,180000
m,62.5,60,electronics and communication engineering,72,West Bengal,2014,465,540,465,0.112139438,335,228,-1,-1,-1,-1,-1,-0.4463,-0.7866,-0.4511,-0.995,-1.0524,165000
m,75,49,information science engineering,60.96,Karnataka,2014,500,425,295,0.144789889,395,-1,284,-1,-1,-1,-1,-0.0154,1.0449,0.4711,-0.2344,-1.244,120000
f,75.6,84,computer science & engineering,75.6,Uttarakhand,2014,675,570,630,0.864685413,525,-1,-1,-1,-1,-1,-1,0.4155,0.5454,0.9322,-0.2344,-0.0943,325000
m,86.33,86.8,computer engineering,68.52,Rajasthan,2011,475,485,554,0.942116551,575,-1,-1,-1,-1,-1,-1,-0.4173,-1.9953,0.672,1.2374,-0.9194,360000
m,89.4,82.4,computer engineering,72.68,Haryana,2012,684,605,645,0.901489571,545,-1,-1,-1,-1,-1,-1,-0.2628,0.3838,-1.2511,-0.8778,0.9763,265000
f,96.8,92.3,electronics & telecommunications,81,Orissa,2014,630,570,605,0.943272158,425,452,-1,-1,-1,-1,-1,0.1282,0.7119,0.4711,-0.995,1.0554,300000
m,81,67,information science engineering,65,Karnataka,2014,430,340,415,0.744758354,475,-1,438,-1,-1,-1,-1,-1.0208,-0.9531,0.01,1.0333,-0.8608,240000
m,73.4,67,electronics and instrumentation engineering,63.2,Uttar Pradesh,2011,515,475,625,0.824666401,-1,400,-1,-1,-1,260,-1,1.2828,-0.5913,-0.9245,-0.9953,-1.0774,300000
m,69,61,information technology,62,Rajasthan,2013,300,385,340,0.190153406,315,-1,-1,-1,-1,-1,-1,0.2718,-1.1196,0.1637,1.4136,-0.2859,200000
m,59.7,54,computer application,82,Delhi,2012,445,455,565,0.81941653,505,-1,-1,-1,-1,-1,-1,-1.4992,-0.7473,-0.4891,1.3549,-1.4724,180000
m,77,60.2,information technology,68.5,Uttar Pradesh,2012,570,475,500,0.488347977,405,-1,-1,-1,-1,-1,-1,-0.0154,-2.1186,0.1637,1.6672,-1.6273,405000
m,79,74,electrical engineering,76.1,West Bengal,2013,595,510,585,0.193768442,-1,-1,-1,-1,324,-1,-1,-1.0208,-0.2871,-0.2974,1.2869,0.4805,170000
m,92.83,88,electrical engineering,74.96,Haryana,2013,650,645,680,0.996155971,-1,-1,-1,-1,660,-1,-1,0.1282,0.0459,-0.1437,-0.2344,0.0973,565000
m,86,75,information technology,79,Tamil Nadu,2012,445,355,385,0.525922584,415,-1,-1,-1,-1,-1,-1,-1.0355,-0.9033,0.5269,0.0623,0.1864,540000
m,89,82.2,computer science & engineering,72.4,Tamil Nadu,2014,450,510,575,0.622642916,505,-1,407,-1,-1,-1,-1,0.8463,0.8784,1.7007,-1.1218,0.8637,420000
m,83,87.3,electronics and electrical engineering,71.67,Andhra Pradesh,2011,554,515,725,0.910770164,445,433,-1,-1,-1,-1,-1,-0.2628,0.6568,0.8171,0.8848,-1.7093,500000
f,70.4,53.6,computer application,76.5,Karnataka,2013,430,525,560,0.952245573,585,-1,-1,-1,-1,-1,-1,1.1336,1.0449,1.547,-0.1076,1.6302,180000
f,80,91.7,electronics and communication engineering,69.3,Andhra Pradesh,2014,605,545,525,0.943272158,275,452,-1,-1,-1,-1,-1,-0.3027,0.0459,0.7785,-1.2486,0.6721,145000
f,79,73,computer science & engineering,75,Rajasthan,2013,685,535,605,0.356536488,365,-1,346,-1,-1,-1,-1,1.7081,1.3779,1.2396,-1.2486,1.0554,100000
m,83.3,83.3,electronics and communication engineering,76.6,Tamil Nadu,2011,435,325,405,0.694479328,145,366,-1,-1,-1,473,-1,-1.3447,0.0328,-1.2148,0.1798,-1.2354,110000
m,82.6,88,mechanical and automation,76.26,Delhi,2014,745,575,680,0.755375121,-1,-1,-1,446,-1,-1,-1,-0.159,0.2124,-0.7585,0.7798,0.6721,325000
f,83,82,computer engineering,73.5,Madhya Pradesh,2012,485,465,565,0.765673581,485,-1,-1,-1,-1,-1,-1,-2.4266,-1.0593,-2.0856,-0.4078,-1.2354,375000
f,61,53,computer application,69,Telangana,2010,355,315,435,0.600057182,435,-1,-1,-1,-1,-1,-1,-0.2628,-1.3713,0.0914,0.1798,0.5024,1200000
m,91.4,93,computer engineering,79.56,Uttarakhand,2012,705,505,635,0.942116551,575,-1,-1,-1,-1,-1,-1,-0.2628,-0.2793,0.3817,1.11983,-0.169,515000
f,84,87,computer science & engineering,80.3,Uttar Pradesh,2013,615,470,470,0.930370607,565,-1,-1,-1,-1,-1,-1,-0.0154,0.7119,1.2396,-0.7415,1.247,60000
m,70,74,electronics and communication engineering,65,Telangana,2014,430,365,255,0.112139438,-1,228,-1,-1,-1,313,-1,0.2718,-0.2871,0.1637,0.3995,0.4805,150000
m,79.4,60.2,computer science & engineering,72,Punjab,2014,510,570,735,0.842248322,475,-1,469,-1,-1,-1,-1,0.8463,0.3789,-1.8344,-0.7415,0.0973,450000
m,70.5,54.5,computer engineering,57,Meghalaya,2010,315,394,355,0.190153406,315,-1,-1,-1,-1,-1,-1,0.3555,-0.1232,0.672,1.9424,-0.2875,175000
m,64.4,65.6,information technology,63.5,Uttar Pradesh,2014,335,530,575,0.765673581,485,-1,-1,-1,-1,-1,-1,-0.7335,-0.2871,0.3174,1.794,0.0973,150000
m,93.4,89.08,computer engineering,80.27,Tamil Nadu,2010,465,385,625,0.600057182,435,-1,-1,-1,-1,-1,-1,0.9737,0.6568,0.8171,-0.9953,0.1864,415000
f,91.5,93.8,computer engineering,74.1,Telangana,2013,380,535,530,0.525922584,415,-1,-1,-1,-1,-1,-1,-1.0208,0.2124,0.4711,0.2727,-0.0943,270000
f,86.67,74.3,electronics and communication engineering,79,Orissa,2014,710,650,500,0.493596387,455,324,-1,-1,-1,-1,-1,0.5591,0.8784,0.4711,-0.6147,-0.0943,325000
f,87,64,computer science & engineering,68,Delhi,2013,535,580,260,0.486747008,505,-1,376,-1,-1,-1,-1,-0.159,0.5454,0.6248,-0.1076,1.247,240000
f,62.26,78.88,electronics & telecommunications,60.68,Maharashtra,2010,515,325,415,0.985461394,-1,500,-1,-1,-1,-1,-1,1.2828,-0.7473,-0.9245,0.2973,-0.9194,100000
f,93.43,55.66,electronics and communication engineering,67.76,Karnataka,2011,705,595,375,0.0587928,375,200,-1,-1,-1,260,-1,0.6646,0.1888,0.2366,-0.8778,-0.1295,475000
m,77,66,computer application,70,Madhya Pradesh,2009,335,355,295,0.793580615,495,-1,-1,-1,-1,-1,-1,0.0464,0.5008,-0.0537,-0.4078,0.6603,680000
f,82,71.4,applied electronics and instrumentation,82.5,West Bengal,2014,580,570,475,0.600643959,455,-1,-1,-1,-1,-1,-1,0.7027,0.8784,0.6248,0.0192,0.8637,175000
m,86,87.4,electronics & telecommunications,90,Orissa,2013,630,565,655,0.997298968,595,548,-1,-1,-1,-1,-1,-1.4517,-0.1206,-1.527,1.2869,-1.0524,325000
m,81.5,73.69,electronics and communication engineering,64.53,Rajasthan,2011,405,365,425,0.960603252,175,466,-1,-1,-1,393,-1,-0.5719,-1.2153,0.2366,0.2973,-1.5513,150000
m,88.5,94.1,electronics and communication engineering,73.2,Telangana,2014,510,485,460,0.20739217,-1,260,284,-1,-1,-1,-1,1.1336,-0.4536,0.01,-2.5163,-0.2859,140000
m,77,64,electronics and communication engineering,70,Uttar Pradesh,2012,475,585,560,0.538386893,-1,333,-1,-1,-1,-1,-1,0.1282,0.5454,0.7785,-0.4879,0.6721,315000
m,79.2,71.9,mechanical engineering,72,Andhra Pradesh,2013,545,580,570,0.328746379,-1,-1,-1,346,-1,-1,-1,-0.7335,-0.1206,-0.4511,0.2727,-1.0524,335000
m,80,59,electronics and communication engineering,69.76,Uttar Pradesh,2013,465,475,465,0.538386893,345,333,-1,-1,-1,313,-1,-1.9629,-0.1232,-0.7794,0.06223,-1.2354,150000
m,79.28,68.55,mechanical engineering,79.75,Tamil Nadu,2013,615,640,545,0.909151943,-1,-1,-1,-1,-1,-1,-1,1.1336,1.2114,-1.527,-0.995,0.8637,240000
m,78,77,electronics and communication engineering,68.64,Uttar Pradesh,2010,505,555,554,0.910770164,275,433,-1,-1,-1,313,-1,-0.2628,0.0328,-1.5051,-0.6428,1.1343,250000
f,86,94.1,electronics and communication engineering,83.45,Telangana,2012,495,505,595,0.824666401,445,400,-1,-1,-1,313,-1,-0.2628,0.1888,-1.0697,-1.3478,0.0679,180000
f,86,95,electronics and communication engineering,78.6,Telangana,2013,405,545,450,0.649389715,375,356,-1,-1,-1,-1,-1,0.5591,-0.4536,0.01,-0.4879,0.6721,100000
m,68,53,computer application,76,Uttar Pradesh,2014,360,325,370,0.744758354,345,-1,438,-1,-1,-1,-1,0.7027,0.2124,0.7785,-0.6147,1.4386,245000
m,72.8,62.8,information technology,70,Uttarakhand,2012,535,535,464,0.308400583,355,-1,-1,-1,-1,-1,-1,-0.0696,0.9688,0.0914,-0.78967,0.9763,420000
m,78.8,68.33,computer engineering,62,Maharashtra,2011,535,455,335,0.930370607,565,-1,-1,-1,-1,-1,-1,-0.7264,-0.2793,0.9623,-0.7603,-1.0774,325000
m,91.6,76,information technology,70.25,Madhya Pradesh,2013,570,545,405,0.842248322,445,-1,469,-1,-1,-1,-1,0.2718,-0.1206,-0.6048,-0.3612,-0.0943,220000
f,93.6,86.4,computer engineering,77.7,Uttar Pradesh,2012,605,635,525,0.793580615,495,-1,-1,-1,-1,-1,-1,-0.5719,0.1888,-0.4891,-0.40777,-0.643,500000
m,64,58.4,information technology,73,Uttar Pradesh,2010,505,565,465,0.413838256,385,-1,-1,-1,-1,-1,-1,-2.272,-0.1232,-0.7794,0.1798,0.5024,140000
f,78,50,computer engineering,61,Karnataka,2012,375,425,315,0.377551419,375,-1,-1,-1,-1,-1,-1,0.6646,0.8128,-0.344,0.4148,-0.406,300000
m,56,76,electronics and communication engineering,58.21,Karnataka,2012,375,495,435,0.694479328,-1,366,-1,-1,-1,-1,-1,-1.8083,0.3838,0.2729,0.1798,-0.1295,105000
f,84.6,64.7,information technology,73,Uttar Pradesh,2013,475,595,470,0.81941653,505,-1,-1,-1,-1,-1,-1,1.4208,0.7119,-0.4511,-0.995,0.8637,265000
m,89.2,69,computer science & engineering,67.2,Himachal Pradesh,2014,500,520,355,0.080055281,275,-1,253,-1,-1,-1,-1,-1.4517,-1.4526,0.4711,1.6672,-0.0943,225000
m,78.13,56.12,electronics and communication engineering,74.6,West Bengal,2013,415,475,340,0.694479328,-1,366,-1,-1,-1,-1,-1,1.4208,0.7119,0.9322,-0.1076,-0.2859,70000
m,79.16,77.4,computer engineering,62.4,Uttar Pradesh,2010,505,635,525,0.765673581,485,-1,-1,-1,-1,-1,-1,-2.1175,0.1498,0.8171,-0.17277,-0.9194,2000000
m,65.2,66,electronics and communication engineering,68.74,Uttar Pradesh,2010,355,505,565,0.023312168,-1,166,-1,-1,-1,-1,-1,-1.1901,-0.4353,-1.3599,0.1798,0.3444,200000
m,93,94,computer science & engineering,80,Telangana,2014,525,470,570,0.978799293,525,-1,561,-1,-1,-1,-1,0.4155,-0.7866,-0.2974,0.9066,-0.2859,450000
f,87,78,computer science & engineering,71.5,Maharashtra,2014,580,435,285,0.486747008,365,-1,376,-1,-1,-1,-1,-1.0208,-0.4536,-1.0659,0.3995,-0.6692,95000
m,85.46,82.5,computer engineering,62,Maharashtra,2010,495,505,625,0.983749967,635,-1,-1,-1,-1,-1,-1,0.3555,-0.9033,-0.1988,-0.5253,0.3444,400000
m,81,80.2,computer science & engineering,77.04,Punjab,2015,370,590,605,0.991230625,555,-1,592,-1,-1,-1,-1,-1.308,0.2124,1.3933,2.9349,0.4805,300000
m,90.3,96.25,electronics and communication engineering,88.88,Tamil Nadu,2012,505,575,585,0.124502074,585,233,-1,-1,-1,-1,-1,0.6646,0.8518,-0.2714,-1.23027,0.3444,450000
f,69,93.6,electronics and communication engineering,78.3,Andhra Pradesh,2014,455,485,535,0.649389715,395,356,-1,-1,-1,-1,-1,1.1336,0.8784,1.547,-0.8682,0.4805,325000
m,91.67,74.2,electronics & instrumentation eng,63.8,Maharashtra,2012,675,500,545,0.824666401,365,400,-1,-1,-1,-1,-1,1.2828,0.9688,0.4906,0.6498,0.5024,240000
m,81.38,67.5,computer science & engineering,61.43,Maharashtra,2013,405,385,390,0.744758354,435,-1,438,-1,-1,-1,-1,0.5591,-1.1196,-0.1437,1.794,-0.2859,120000
f,82.2,72.3,biomedical engineering,63.4,Haryana,2011,595,505,455,-1,-1,-1,-1,-1,-1,-1,-1,-1.0355,-0.1232,-1.2148,0.0623,0.3444,145000
m,46,56,computer application,75,Karnataka,2012,535,450,665,0.735795709,475,-1,-1,-1,-1,-1,-1,0.2718,-0.1206,-0.6048,-0.8682,-0.2859,290000
m,89.4,94.5,computer science & engineering,74,Tamil Nadu,2014,490,445,405,0.080055281,385,-1,253,-1,-1,-1,-1,1.9953,1.5444,-1.2196,-1.7556,1.247,205000
f,92.3,93.9,information technology,76.9,Telangana,2013,465,510,635,0.765673581,485,-1,-1,-1,-1,-1,-1,1.4208,1.7109,-0.1437,-1.6289,0.8637,300000
f,77.4,81,electronics & telecommunications,77.8,Orissa,2013,415,510,590,0.649389715,335,356,-1,-1,-1,-1,-1,0.4155,-0.4536,-1.527,0.2727,-0.0943,280000
f,85.46,90.17,computer engineering,67.75,Maharashtra,2012,365,395,485,0.916869961,555,-1,-1,-1,-1,-1,-1,1.9011,0.0328,-2.1219,0.0623,0.0284,250000
m,65,75,electronics and communication engineering,62,Uttar Pradesh,2012,475,415,575,0.229481755,-1,266,-1,-1,-1,340,-1,0.6646,1.4368,-1.7954,-1.4653,-0.0506,195000
m,89.29,69.6,computer science & engineering,73,Gujarat,2014,560,690,605,0.744758354,465,-1,438,-1,-1,-1,-1,0.1282,0.7119,0.1637,-0.8682,1.0554,200000
m,86.33,86.33,information technology,66.93,Maharashtra,2013,370,400,485,0.377551419,375,-1,-1,-1,-1,-1,-1,0.2009,0.8128,0.672,1.7074,0.5419,360000
m,89,80,electronics and communication engineering,64.8,Tamil Nadu,2013,545,535,485,0.376059587,285,300,-1,-1,-1,-1,-1,-0.159,-0.6201,0.3174,0.7798,-1.8189,240000
m,70,82,electrical engineering,82.1,West Bengal,2013,650,495,450,0.298769129,355,-1,-1,-1,356,-1,-1,0.1282,0.8784,0.01,0.7798,0.4805,125000
m,85.3,75,electronics and electrical engineering,76,Andhra Pradesh,2012,435,475,335,0.124502074,395,233,-1,-1,-1,-1,-1,-0.4173,-0.4353,0.0914,0.6204,-2.1833,405000
m,52,59,electronics and electrical engineering,57,Karnataka,2011,485,365,214,0.124502074,325,233,-1,-1,-1,-1,-1,-0.1082,-0.1232,0.9623,1.7074,-0.1295,255000
m,76.6,51,electronics and communication engineering,60.19,Karnataka,2014,440,455,225,0.493596387,145,324,-1,-1,-1,-1,-1,-0.0154,-0.4536,-0.7585,1.1601,-1.0524,150000
m,76.5,66.77,electronics and communication engineering,69.1,Rajasthan,2014,360,495,430,0.493596387,-1,324,-1,-1,-1,548,-1,-0.8772,-1.6191,-1.8344,0.3995,-1.244,100000
m,82.8,78.25,electronics and communication engineering,69,Tamil Nadu,2014,555,460,415,0.041733196,375,-1,-1,-1,-1,206,-1,-0.159,1.3779,0.9322,-1.1218,0.8637,250000
m,75,77,information technology,55,Andhra Pradesh,2012,755,465,355,0.24545566,335,-1,-1,-1,-1,-1,-1,-2.272,-3.1264,-3.8636,0.2973,-3.6051,240000
m,81.5,72,electrical engineering,75.1,West Bengal,2011,475,585,615,0.229481755,-1,266,-1,-1,-1,-1,-1,-0.7264,0.6568,-2.2308,-0.5253,0.0284,300000
f,62,61,computer engineering,70,Haryana,2013,250,305,385,0.10487136,275,-1,-1,-1,-1,-1,-1,-0.5116,0.8229,0.8809,0.0192,1.6302,300000
m,86,84,electronics and communication engineering,72,Karnataka,2011,325,345,575,0.0587928,425,200,-1,-1,-1,233,-1,-0.2628,0.5008,0.3817,-0.2902,-0.4455,240000
m,73.2,76.8,computer science & engineering,74.21,Rajasthan,2013,535,610,705,0.952245573,585,-1,-1,-1,-1,-1,-1,0.1282,0.2124,-0.1437,-1.3753,-2.7769,390000
m,90,92,electronics and communication engineering,76.4,Delhi,2013,695,450,665,0.538386893,485,333,-1,-1,-1,-1,-1,-0.4463,0.0459,-0.4511,0.5262,0.2889,705000
m,87.16,86.9,information technology,78.53,Andhra Pradesh,2010,535,485,555,0.735795709,475,-1,-1,-1,-1,-1,-1,-0.7264,-1.5273,-0.4891,0.4148,-1.2354,620000
m,78,65.8,computer engineering,73.5,Madhya Pradesh,2013,575,575,585,0.744758354,645,-1,438,-1,-1,-1,-1,-1.9243,0.0328,-0.4891,1.67803,-0.6035,345000
f,79,67.7,electronics and communication engineering,73.92,Uttar Pradesh,2013,630,625,715,0.338786347,-1,292,346,-1,-1,-1,-1,0.99,1.7109,0.9322,-1.2486,0.6721,330000
f,83,74,electronics and communication engineering,86,Punjab,2012,535,485,500,0.538386893,415,333,-1,-1,-1,-1,-1,1.8517,1.3779,1.547,-2.136,0.6721,240000
m,86,86.4,electronics and communication engineering,67.23,Haryana,2013,650,700,585,0.112139438,525,228,-1,-1,-1,-1,-1,-0.4463,0.3789,0.6248,-0.1076,-0.2859,400000
m,86.7,90.2,electronics and communication engineering,84.3,Telangana,2013,660,640,560,0.338786347,455,292,-1,-1,-1,-1,-1,-0.5899,-0.4536,-0.1437,1.5404,0.0973,335000
f,78,75.85,electronics and communication engineering,73.9,Madhya Pradesh,2013,555,385,545,0.649389715,465,356,-1,-1,-1,-1,-1,0.5591,0.5454,0.3174,-0.2344,0.0973,325000
m,67,63,mechanical engineering,62.9,Uttar Pradesh,2014,395,365,315,0.116552565,-1,-1,-1,280,-1,-1,-1,0.2782,0.8128,-0.1988,1.06113,-0.4455,120000
m,87.6,77.8,computer science & engineering,75,Delhi,2013,660,510,780,0.968237496,605,-1,-1,-1,-1,-1,-1,0.2718,0.3789,1.547,-0.6147,1.247,925000
m,61.8,55.4,computer application,64.15,Uttarakhand,2012,455,394,435,0.600057182,435,-1,-1,-1,-1,-1,-1,-1.6538,-0.7863,-0.598,1.5899,0.8183,280000
m,76,78.13,computer engineering,55.7,Maharashtra,2012,475,615,675,0.864685413,525,-1,-1,-1,-1,-1,-1,0.9737,1.7488,-0.1988,-1.9354,-0.1295,500000
m,85.76,75.5,electronics & telecommunications,76.5,Karnataka,2012,565,635,684,0.776578324,-1,-1,-1,-1,-1,393,-1,0.2009,-1.2153,-2.0856,-0.17277,-2.0648,620000
m,87,80,electronics and communication engineering,70,Karnataka,2011,685,555,554,0.824666401,395,400,-1,-1,-1,-1,-1,0.9737,1.7488,0.9623,-2.1704,0.1864,320000
f,80,74,electronics & telecommunications,72,Maharashtra,2011,325,565,605,0.824666401,-1,400,-1,-1,-1,366,-1,0.8192,-0.9033,0.0914,-0.2902,-1.5513,400000
m,75.1,81.2,electronics and communication engineering,71,Tamil Nadu,2010,505,305,495,0.376059587,445,300,-1,-1,-1,-1,-1,1.7465,0.3448,-0.344,-0.0552,0.8183,505000
f,85,93,information technology,76.12,Telangana,2012,545,465,685,0.930370607,565,-1,-1,-1,-1,-1,-1,0.0464,0.3448,0.5269,-1.1128,0.4234,500000
m,90,94.4,electronics and communication engineering,76.12,Andhra Pradesh,2010,505,525,595,0.124502074,615,233,-1,-1,-1,-1,-1,-0.2628,-0.1232,0.0914,-1.2303,-0.1295,455000
m,76,70,information technology,68,Uttar Pradesh,2014,625,470,535,0.622642916,505,-1,407,-1,-1,-1,-1,0.7027,0.3789,0.1637,-0.6147,-0.0943,330000
f,89,80,electronics & telecommunications,77,Madhya Pradesh,2014,630,520,605,0.88162007,-1,420,-1,-1,-1,228,-1,1.2772,0.8784,-0.1437,0.1459,1.6302,325000
m,73,74,information technology,73.36,Uttar Pradesh,2012,595,475,404,0.735795709,475,-1,-1,-1,-1,-1,-1,-0.6491,-0.4353,0.2366,-0.1727,-0.6035,405000
f,76.4,65.5,electronics and communication engineering,59.94,Uttar Pradesh,2012,485,324,525,0.376059587,-1,300,-1,-1,-1,340,-1,0.3941,1.2808,1.3977,2.47123,-0.1295,200000
m,78.44,70.14,information technology,76,West Bengal,2013,490,520,430,0.744758354,475,-1,438,-1,-1,-1,-1,0.8463,-0.2871,0.9322,0.5262,0.6721,120000
m,54,54,computer application,67.05,Punjab,2013,380,365,430,0.735795709,475,-1,-1,-1,-1,-1,-1,-0.0154,0.0459,0.1637,0.5262,0.2889,100000
m,48,66.66,computer engineering,59,Uttar Pradesh,2011,495,475,385,0.190153406,315,-1,-1,-1,-1,-1,-1,0.0464,0.6568,-0.0537,-0.0552,0.6603,440000
m,76.53,85,electronics & telecommunications,58,Maharashtra,2012,335,385,325,0.229481755,-1,266,-1,-1,-1,393,-1,0.9737,-0.2012,0.0552,0.5323,-0.7615,200000
m,87,75,information technology,67.63,Madhya Pradesh,2013,455,435,475,0.700826162,464,-1,-1,-1,-1,-1,-1,-0.0154,1.5444,1.3933,-0.7415,1.247,140000
m,86.12,77,information technology,77.6,West Bengal,2012,465,485,475,0.901489571,545,-1,-1,-1,-1,-1,-1,-1.4992,-0.0842,-1.6865,1.23733,-0.4455,415000
m,83,78.8,computer engineering,75,Delhi,2013,520,585,485,0.81941653,505,-1,-1,-1,-1,-1,-1,-1.7389,-0.6201,0.3174,-0.2344,-0.2859,400000
m,67.8,65.6,other,79.8,Madhya Pradesh,2013,485,465,545,-1,565,-1,346,-1,-1,-1,-1,0.7027,0.2124,-1.527,-0.6147,-1.0524,300000
f,93,88,computer engineering,81.9,Jharkhand,2014,650,620,765,0.911395278,645,-1,500,-1,-1,-1,-1,0.2718,0.5454,-1.2196,-1.5021,-1.244,800000
f,72.8,63,computer application,73.6,Delhi,2014,560,580,620,0.486747008,515,-1,376,-1,-1,-1,-1,0.1282,-0.2871,-0.2974,-1.3753,0.6721,200000
m,74,74,computer science & engineering,72,Tamil Nadu,2013,345,570,455,0.450876584,395,-1,-1,-1,-1,-1,-1,-1.7389,-0.6201,-0.2974,-0.6147,-0.0943,240000
m,63,66,other,65,Uttar Pradesh,2013,485,410,415,-1,-1,533,-1,-1,473,-1,-1,1.4208,1.0449,0.01,-0.3612,0.6721,180000
m,84.83,82.4,computer science & engineering,74.14,Uttar Pradesh,2014,665,595,705,0.744758354,505,-1,438,-1,-1,-1,-1,-0.4463,0.2124,0.3174,-1.5021,-0.2859,300000
m,88,78,computer engineering,54,Maharashtra,2010,615,605,605,0.600057182,435,-1,-1,-1,-1,-1,-1,-1.1901,-0.9033,-0.6343,0.1798,-0.7615,325000
m,75,73.2,information technology,64.3,Rajasthan,2013,555,545,650,0.735795709,475,-1,-1,-1,-1,-1,-1,1.4208,-0.1206,-0.6048,-0.7415,-0.2859,210000
m,58.83,66,computer application,70,Uttar Pradesh,2015,440,570,345,0.144789889,555,-1,284,-1,-1,-1,-1,-0.4463,0.0459,-1.0659,1.6672,-1.244,180000
f,70,70,computer engineering,72,Uttar Pradesh,2012,615,445,505,0.600057182,435,-1,-1,-1,-1,-1,-1,-1.9629,0.1498,-0.7068,0.0623,0.0284,210000
m,74.3,73.4,computer science & engineering,79.7,Uttar Pradesh,2012,485,585,605,0.942116551,575,-1,-1,-1,-1,-1,-1,-1.308,-0.4536,1.0859,-0.6147,-1.4356,120000
